,Unnamed: 0,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,catalyst,ligand,Year
19,31,99__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963265,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,99,,,86.7882636765799,MeOH,110.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,PtO2,,2010
20,32,99__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963266,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,99,,361884.793858617,69.7244183277433,"2,2,2-Trifluoroethanol",110.0,18.0,0.25,,,,,RaNi 4100,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,RaNi 4100,,2010
21,33,99__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963392,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,99,,153888.817382123,79.732037476392,IPA,110.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,PtO2,,2010
22,34,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005268,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,6219077.5,,IPA/H2O 3:1,60.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,,None,,,,Hydrogenation,5% Rh/C,,2017
23,35,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005269,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,4661885.0,,IPA,60.0,18.0,0.25,,,,,RaNi 4100,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,RaNi 4100,,2017
24,36,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005270,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,6232316.5,,MeOH,60.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,,None,3.0,,,Hydrogenation,5% Rh/C,,2017
25,37,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005271,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,6651646.0,,IPA,60.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,,None,3.0,,,Hydrogenation,5% Rh/C,,2017
26,38,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005272,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,4467585.5,,EtOAc,60.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,5% Rh/C,,2017
27,39,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005273,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,7523141.5,,MeOH,60.0,18.0,0.25,,,,,10% Pt/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,,None,3.0,,,Hydrogenation,10% Pt/C,,2017
28,40,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005274,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,6744223.015625,,IPA/H2O 3:1,60.0,18.0,0.25,,,,,RaNi 4100,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,,None,,,,Hydrogenation,RaNi 4100,,2017
29,41,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005275,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,8143740.5,,MeOH,60.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,[Pd](O)O,,2017
30,42,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005276,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,5256793.5,,IPA/H2O 3:1,60.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,,None,,,,Hydrogenation,5% Pd/C,,2017
31,43,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005277,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,8631388.0,,EtOAc,60.0,18.0,0.25,,,,,10% Pt/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,10% Pt/C,,2017
32,44,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005278,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,7992299.5,,"2,2,2-Trifluoroethanol",60.0,18.0,0.25,,,,,10% Pt/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,10% Pt/C,,2017
33,45,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005279,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,6542792.0,,"2,2,2-Trifluoroethanol",60.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,,None,,,,Hydrogenation,5% Rh/C,,2017
34,46,98__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005280,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,98,280.0,2319922.25,,MeOH,60.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,10%% Pd/C (dry),,2017
35,48,98__PF-06876275____,SCRN_76,00119131-2079,RKB-03664041,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876513,C[C@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,98,,968.785766601563,0.0,IPA,50.0,18.0,0.25,,,,,10% Pd/C (wet),,,,,,,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,10% Pd/C (wet),,2015
36,49,98__PF-06876275____,SCRN_76,00119131-2079,RKB-03664042,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876513,C[C@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,98,,326.339561462402,0.0,AcOH,50.0,18.0,0.25,,,,,10% Pd/C (wet),,,,,,,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,10% Pd/C (wet),,2015
37,50,98__PF-06876275____,SCRN_76,00119131-2079,RKB-03664043,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876513,C[C@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,98,,1802.49255371094,0.0,MeOH,50.0,18.0,0.25,,,,,10% Pt/C,,,,,,,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,10% Pt/C,,2015
