"","yie_react","SCREEN_ID","NOTEBOOK_ID","REACTION_ID","KeyWord_STD","ReactionGroup","RXN_SMILES","PCAT_CMPD_ID","PRODUCT_STRUCTURE","Product_Yield_PCT_Area_UV","Product_UV_Analysis_Wavelength_nm","Product_Yield_Mass_Ion_Count","Product_Selectivity","Solvent_1_Name","Reaction_T","Reaction_Time_hrs","Catalyst_1_eq","Catalyst_1_ID.1.","catalyst_1_ID_1_SMILES","Catalyst_1_ID.2.","catalyst_1_ID_2_SMILES","Catalyst_1_Short_Hand","Catalyst_2_eq","Catalyst_2_ID.1.","catalyst_2_ID_1_SMILES","Catalyst_2_ID.2.","catalyst_2_ID_2_SMILES","Catalyst_2_Short_Hand","Reactant_1_eq","Reactant_1_ID","Reactant_1_SMILES","Reactant_2_eq","Reactant_2_ID","reactant_2_SMILES","Reactant_3_eq","Reactant_3_ID","reactant_3_SMILES","Reagent_1_eq","Reagent_1_ID","Reagent_1_Short_Hand","Reagent_2_eq","Reagent_2_ID","Reagent_2_Short_Hand","ReactionClass","react_1_canon","react_2_canon","halide","nuc","catalyst","ligand"
"2379","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000265","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[CH3:11][C:12]([O:15][C:16]([NH:18][NH:19][C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]>>[CH3:11][C:12]([O:15][C:16]([NH:18][N:19]([c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2)[C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,0,"","Dioxane",110,NA,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD06798301","c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C","Pd(OAc)2",0.125,"MFCD06798301","c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C",NA,NA,"Pd(OAc)2/cataCXium POMetB",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00008261","LiHMDS",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","C(O[Pd]OC(C)=O)(C)=O","c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C"
"2380","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000266","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([NH:8][NH:9][C:10]([O:12][C:13]([CH3:16])([CH3:15])[CH3:14])=[O:11])=[O:7])([CH3:4])[CH3:3].Br[c:17]1[cH:26][c:25]([c:20]2[cH:19][cH:18]1)[cH:24][cH:23][cH:22][n:21]2>>[CH3:1][C:2]([O:5][C:6]([NH:8][N:9]([c:17]1[cH:26][c:25]([c:20]2[cH:19][cH:18]1)[cH:24][cH:23][cH:22][n:21]2)[C:10]([O:12][C:13]([CH3:16])([CH3:15])[CH3:14])=[O:11])=[O:7])([CH3:4])[CH3:3]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,347610.4375,"","Dioxane",110,NA,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","","","Pd(OAc)2",0.0625,"","",NA,NA,"Pd(OAc)2",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00008261","LiHMDS",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","C(O[Pd]OC(C)=O)(C)=O",""
"2381","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000267","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[CH3:11][C:12]([O:15][C:16]([NH:18][NH:19][C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]>>[CH3:11][C:12]([O:15][C:16]([NH:18][N:19]([c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2)[C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,0,"","Dioxane",110,NA,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","","","Pd(OAc)2",0.0625,"","",NA,NA,"Pd(OAc)2",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00008261","LiHMDS",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","C(O[Pd]OC(C)=O)(C)=O",""
"2382","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000269","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([NH:8][NH:9][C:10]([O:12][C:13]([CH3:16])([CH3:15])[CH3:14])=[O:11])=[O:7])([CH3:4])[CH3:3].Br[c:17]1[cH:26][c:25]([c:20]2[cH:19][cH:18]1)[cH:24][cH:23][cH:22][n:21]2>>[CH3:1][C:2]([O:5][C:6]([NH:8][N:9]([c:17]1[cH:26][c:25]([c:20]2[cH:19][cH:18]1)[cH:24][cH:23][cH:22][n:21]2)[C:10]([O:12][C:13]([CH3:16])([CH3:15])[CH3:14])=[O:11])=[O:7])([CH3:4])[CH3:3]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,2348954.75,"","Dioxane",110,NA,NA,"","","MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O","",0.0625,"MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",NA,NA,"3G OMs BrettPhos",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00050479","LiOBut",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",""
"2383","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000270","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[CH3:11][C:12]([O:15][C:16]([NH:18][NH:19][C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]>>[CH3:11][C:12]([O:15][C:16]([NH:18][N:19]([c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2)[C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,2200976.171875,"","Dioxane",110,NA,NA,"","","MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O","",0.0625,"MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",NA,NA,"3G OMs BrettPhos",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00050479","LiOBut",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",""
"2384","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000271","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[CH3:11][C:12]([O:15][C:16]([NH:18][NH:19][C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]>>[CH3:11][C:12]([O:15][C:16]([NH:18][N:19]([c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2)[C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,82423.4375,"","Dioxane",110,NA,NA,"","","MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C","",0.0625,"MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",NA,NA,"Pd(P(tBu)3)2",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00050479","LiOBut",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",""
"2385","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000272","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([NH:8][NH:9][C:10]([O:12][C:13]([CH3:16])([CH3:15])[CH3:14])=[O:11])=[O:7])([CH3:4])[CH3:3].Br[c:17]1[cH:26][c:25]([c:20]2[cH:19][cH:18]1)[cH:24][cH:23][cH:22][n:21]2>>[CH3:1][C:2]([O:5][C:6]([NH:8][N:9]([c:17]1[cH:26][c:25]([c:20]2[cH:19][cH:18]1)[cH:24][cH:23][cH:22][n:21]2)[C:10]([O:12][C:13]([CH3:16])([CH3:15])[CH3:14])=[O:11])=[O:7])([CH3:4])[CH3:3]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,0,"","Dioxane",110,NA,NA,"","","MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C","",0.0625,"MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",NA,NA,"Pd(P(tBu)3)2",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00050479","LiOBut",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",""
"2386","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000273","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[CH3:11][C:12]([O:15][C:16]([NH:18][NH:19][C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]>>[CH3:11][C:12]([O:15][C:16]([NH:18][N:19]([c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2)[C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,1570594.625,"","Dioxane",110,NA,NA,"","","MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]","",0.0625,"MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",NA,NA,"SK-CC02-A",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00050479","LiOBut",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",""
"2387","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000274","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[CH3:11][C:12]([O:15][C:16]([NH:18][NH:19][C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]>>[CH3:11][C:12]([O:15][C:16]([NH:18][N:19]([c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2)[C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,3072911.71875,"","Dioxane",110,NA,NA,"","","MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]","",0.0625,"MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",NA,NA,"SK-CC02-A",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00050479","LiOBut",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",""
"2388","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000275","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[CH3:11][C:12]([O:15][C:16]([NH:18][NH:19][C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]>>[CH3:11][C:12]([O:15][C:16]([NH:18][N:19]([c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2)[C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,51181.640625,"","Dioxane",110,NA,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD00010805","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2","Pd(OAc)2",0.125,"MFCD00010805","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2",NA,NA,"Pd(OAc)2/BINAP",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00050479","LiOBut",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","C(O[Pd]OC(C)=O)(C)=O","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2"
"2389","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000276","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([NH:8][NH:9][C:10]([O:12][C:13]([CH3:16])([CH3:15])[CH3:14])=[O:11])=[O:7])([CH3:4])[CH3:3].Br[c:17]1[cH:26][c:25]([c:20]2[cH:19][cH:18]1)[cH:24][cH:23][cH:22][n:21]2>>[CH3:1][C:2]([O:5][C:6]([NH:8][N:9]([c:17]1[cH:26][c:25]([c:20]2[cH:19][cH:18]1)[cH:24][cH:23][cH:22][n:21]2)[C:10]([O:12][C:13]([CH3:16])([CH3:15])[CH3:14])=[O:11])=[O:7])([CH3:4])[CH3:3]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,268532.3125,"","Dioxane",110,NA,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD06411306","c1(c2c(P(C(C)(C)C)C(C)(C)C)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C","Pd(OAc)2",0.125,"MFCD06411306","c1(c2c(P(C(C)(C)C)C(C)(C)C)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C",NA,NA,"Pd(OAc)2/tBuXPhos",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00050479","LiOBut",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","C(O[Pd]OC(C)=O)(C)=O","c1(c2c(P(C(C)(C)C)C(C)(C)C)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C"
"2390","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000277","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[CH3:11][C:12]([O:15][C:16]([NH:18][NH:19][C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]>>[CH3:11][C:12]([O:15][C:16]([NH:18][N:19]([c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2)[C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,0,"","Dioxane",110,NA,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD06411306","c1(c2c(P(C(C)(C)C)C(C)(C)C)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C","Pd(OAc)2",0.125,"MFCD06411306","c1(c2c(P(C(C)(C)C)C(C)(C)C)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C",NA,NA,"Pd(OAc)2/tBuXPhos",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00050479","LiOBut",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","C(O[Pd]OC(C)=O)(C)=O","c1(c2c(P(C(C)(C)C)C(C)(C)C)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C"
"2391","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000278","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[CH3:11][C:12]([O:15][C:16]([NH:18][NH:19][C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]>>[CH3:11][C:12]([O:15][C:16]([NH:18][N:19]([c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2)[C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[O:17])([CH3:14])[CH3:13]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,18332.296875,"","Dioxane",110,NA,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD05861606","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC","Pd(OAc)2",0.125,"MFCD05861606","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC",NA,NA,"Pd(OAc)2/cataCXium A",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00050479","LiOBut",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","C(O[Pd]OC(C)=O)(C)=O","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC"
"2392","0__MFCD00024023__MFCD00015000__","SCRN_207","00119131-2688","RKB-04000279","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([NH:8][NH:9][C:10]([O:12][C:13]([CH3:16])([CH3:15])[CH3:14])=[O:11])=[O:7])([CH3:4])[CH3:3].Br[c:17]1[cH:26][c:25]([c:20]2[cH:19][cH:18]1)[cH:24][cH:23][cH:22][n:21]2>>[CH3:1][C:2]([O:5][C:6]([NH:8][N:9]([c:17]1[cH:26][c:25]([c:20]2[cH:19][cH:18]1)[cH:24][cH:23][cH:22][n:21]2)[C:10]([O:12][C:13]([CH3:16])([CH3:15])[CH3:14])=[O:11])=[O:7])([CH3:4])[CH3:3]","PF-07093980","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1",0,280,0,"","Dioxane",110,NA,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD00010805","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2","Pd(OAc)2",0.125,"MFCD00010805","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2",NA,NA,"Pd(OAc)2/BINAP",1,"MFCD00024023","c12c(ccc(c1)Br)nccc2",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00050479","LiOBut",NA,"","","Pd coupling","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1ccc2ncccc2c1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","C(O[Pd]OC(C)=O)(C)=O","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2"
